"Amount.Requested","Amount.Funded.By.Investors","Interest.Rate","Loan.Length","Loan.Purpose","Debt.To.Income.Ratio","State","Home.Ownership","Monthly.Income","FICO.Range","Open.CREDIT.Lines","Revolving.CREDIT.Balance","Inquiries.in.the.Last.6.Months","Employment.Length"
"39722",24000,24000,"10.65%","36 months","debt_consolidation","14.80%","CA","RENT",3750,"725-729",5,24708,0,"10+ years"
"54880",16450,16450,"15.31%","36 months","debt_consolidation","11.66%","OH","MORTGAGE",6666.67,"685-689",8,12697,3,"9 years"
"81508",7500,7500,"12.12%","36 months","home_improvement","26.56%","NH","MORTGAGE",5000,"710-714",8,9047,1,"10+ years"
"98671",4750,4750,"22.47%","36 months","debt_consolidation","24.45%","UT","RENT",1333.33,"665-669",9,4752,2,"< 1 year"
"80765",6500,6500,"7.90%","36 months","debt_consolidation","12.56%","AR","RENT",6750,"720-724",17,33229,0,"8 years"
"103835",5500,5450,"18.67%","60 months","debt_consolidation","17.71%","NY","RENT",1750,"660-664",6,4492,6,"2 years"
"59041",9600,9600,"6.03%","36 months","home_improvement","7.52%","AL","MORTGAGE",6250,"750-754",7,765,0,"< 1 year"
"62747",12000,11975,"12.12%","36 months","major_purchase","31.34%","NY","OWN",4166.67,"710-714",21,28703,2,"3 years"
"34051",2000,2000,"7.51%","36 months","other","16.73%","CA","RENT",1500,"730-734",5,2925,0,"4 years"
"99360",18000,18000,"24.89%","60 months","moving","14.88%","VT","RENT",4000,"665-669",10,7377,3,"8 years"
"79126",5825,5825,"12.12%","36 months","home_improvement","4%","AR","OWN",3750,"690-694",4,5643,0,"1 year"
"103249",2500,2500,"15.31%","36 months","home_improvement","22.81%","VA","RENT",2530,"670-674",7,5276,6,"< 1 year"
"43700",7200,7200,"19.91%","60 months","other","2%","NY","RENT",5500,"660-664",13,2130,0,"9 years"
"83155",8000,8000,"14.33%","36 months","other","11.85%","MD","RENT",3941.58,"670-674",15,9660,0,"2 years"
"16446",25000,24675,"20.77%","60 months","home_improvement","19.12%","TX","MORTGAGE",6000,"665-669",17,12757,2,"10+ years"
"84110",2500,2500,"14.09%","36 months","medical","20.95%","NY","RENT",2666.67,"665-669",9,15787,0,"n/a"
"2807",20000,2050,"12.84%","36 months","home_improvement","1.49%","MI","MORTGAGE",3500,"750-754",6,1954,5,"2 years"
"94386",6250,6250,"13.11%","36 months","debt_consolidation","28.61%","CT","RENT",1779.17,"720-724",19,7455,1,"3 years"
"49074",12375,12375,"13.67%","36 months","debt_consolidation","22.42%","KS","MORTGAGE",2083.33,"680-684",8,12226,0,"3 years"
"88558",18000,18000,"10.16%","36 months","debt_consolidation","16.71%","NY","MORTGAGE",6666.67,"685-689",16,19850,1,"6 years"
"31714",3300,3300,"6.99%","36 months","other","20.04%","IL","RENT",3333.33,"760-764",10,0,2,"1 year"
"68991",21000,21000,"18.49%","60 months","other","16.40%","TX","MORTGAGE",8833.33,"700-704",11,29293,0,"1 year"
"75034",24575,24575,"16.29%","36 months","debt_consolidation","19.60%","GA","MORTGAGE",5250,"695-699",8,20858,2,"10+ years"
"4532",5000,4900,"7.74%","36 months","other","14.40%","OH","RENT",5166.67,"750-754",8,15489,1,"10+ years"
"67649",20000,20000,"16.29%","36 months","debt_consolidation","23.59%","MI","MORTGAGE",5833.33,"680-684",14,12696,1,"< 1 year"
"34983",13250,13250,"6.62%","36 months","debt_consolidation","28.64%","IL","MORTGAGE",5750,"750-754",12,7174,3,"8 years"
"4168",10000,9975,"8.59%","36 months","major_purchase","2.85%","PA","MORTGAGE",10167,"790-794",9,16,3,"10+ years"
"13020",20000,19950,"10.75%","36 months","debt_consolidation","11.37%","NY","RENT",8416.67,"740-744",10,12283,0,"3 years"
"28402",10000,10000,"8.49%","36 months","debt_consolidation","13.58%","FL","MORTGAGE",4166.67,"715-719",8,8455,0,"10+ years"
"82112",12000,12000,"12.12%","36 months","debt_consolidation","14.66%","FL","MORTGAGE",5000,"710-714",11,13235,2,"2 years"
"74368",8000,7950,"7.90%","36 months","home_improvement","12.54%","IL","MORTGAGE",3500,"725-729",8,6834,2,"5 years"
"5838",11000,10950,"8.94%","36 months","credit_card","22.38%","AK","MORTGAGE",4200,"760-764",6,8694,4,"7 years"
"24085",12500,12425,"7.49%","36 months","debt_consolidation","14.07%","MD","RENT",8237.5,"730-734",15,13261,0,"6 years"
"102519",7500,0,"11.03%","36 months","credit_card","11.41%","AL","MORTGAGE",3750,"685-689",15,5148,7,"6 years"
"85220",4825,4825,"10.16%","36 months","debt_consolidation","14.89%","UT","RENT",2400,"705-709",14,6109,1,"1 year"
"29422",7550,7550,"16.89%","36 months","other","21.94%","AL","RENT",2880,"670-674",2,1989,1,"8 years"
"12751",8000,7827.03,"14.35%","36 months","other","20.35%","NY","RENT",4000,"675-679",7,2082,0,"4 years"
"96028",6000,6000,"14.09%","36 months","debt_consolidation","15.72%","KS","RENT",5083.33,"670-674",11,10373,0,"4 years"
"104202",8000,8000,"15.57%","60 months","major_purchase","2.38%","IL","RENT",5291.67,"700-704",4,1252,6,"5 years"
"10096",3000,3000,"14.59%","36 months","debt_consolidation","24.20%","IL","MORTGAGE",5000,"665-669",6,5527,1,"5 years"
"51445",8000,7997.79,"16.29%","36 months","debt_consolidation","15.76%","NY","RENT",3750,"665-669",8,7374,1,"6 years"
"30184",8400,8400,"5.99%","36 months","credit_card","8.70%","TX","OWN",3000,"750-754",6,6215,0,"2 years"
"48402",35000,35000,"14.65%","36 months","medical","12.20%","MA","MORTGAGE",14166.67,"720-724",7,103354,0,"8 years"
"50781",15000,15000,"7.90%","36 months","credit_card","21.54%","NY","OWN",5000,"730-734",8,21555,0,"2 years"
"8378",7500,7475,"10.99%","36 months","home_improvement","7.51%","TX","MORTGAGE",7083.33,"800-804",9,2245,7,"8 years"
"16672",24000,23665.54,"9.62%","60 months","debt_consolidation","17.41%","DC","RENT",7695.08,"805-809",6,1502,0,"9 years"
"56643",21000,20975,"20.50%","60 months","debt_consolidation","18.42%","NY","MORTGAGE",8083.33,"680-684",11,31080,2,"5 years"
"65889",6000,6000,"7.62%","36 months","debt_consolidation","9.33%","CA","RENT",8315.67,"730-734",8,6239,0,"2 years"
"18439",4500,4500,"6.91%","36 months","major_purchase","0.58%","MD","MORTGAGE",65000,"725-729",7,3015,4,"7 years"
"79217",29000,29000,"17.77%","36 months","debt_consolidation","15.70%","MA","RENT",7666.67,"695-699",11,23319,0,"2 years"
"83672",20000,20000,"15.31%","36 months","debt_consolidation","27.35%","CA","RENT",5250,"690-694",11,11343,1,"6 years"
"97016",7000,7000,"10.16%","36 months","debt_consolidation","10.76%","IL","MORTGAGE",4341.67,"695-699",11,13638,0,"7 years"
"16867",5000,4950,"10.36%","36 months","other","0.51%","NJ","RENT",2916.67,"715-719",2,165,2,"3 years"
"73664",6000,6000,"17.27%","36 months","debt_consolidation","6.91%","IL","MORTGAGE",4025.67,"665-669",6,6652,2,"5 years"
"42222",10000,10000,"15.27%","36 months","wedding","4.02%","IL","RENT",4480,"670-674",9,7614,2,"1 year"
"24026",3200,3200,"17.49%","36 months","other","1.37%","AR","RENT",2917,"665-669",4,1427,1,"< 1 year"
"68139",23000,23000,"17.77%","36 months","debt_consolidation","25.84%","MD","MORTGAGE",6625,"685-689",17,19870,1,"3 years"
"101715",5000,1750.04,"11.54%","36 months","other","10.36%","NY","RENT",3416.67,"670-674",17,15301,7,"1 year"
"32974",3000,3000,"12.69%","36 months","debt_consolidation","3.12%","CA","RENT",2083.33,"715-719",3,844,0,"3 years"
"19091",12000,11975,"10.74%","60 months","debt_consolidation","17.63%","VA","RENT",3500,"715-719",11,18808,0,"5 years"
"57072",20000,19975,"13.99%","60 months","debt_consolidation","31.20%","NY","RENT",4166.67,"720-724",9,8810,0,"6 years"
"82788",1200,1200,"15.80%","36 months","debt_consolidation","27.14%","MI","RENT",2166.67,"665-669",9,9076,1,"3 years"
"33093",8000,8000,"6.62%","36 months","credit_card","4.90%","FL","MORTGAGE",3000,"780-784",5,6084,1,"n/a"
"28534",10000,9975,"16.49%","60 months","credit_card","17.70%","IL","MORTGAGE",5416.67,"705-709",10,41329,0,"10+ years"
"22444",11000,11000,"13.06%","36 months","other","22.42%","NC","MORTGAGE",7916.67,"690-694",9,34314,1,"< 1 year"
"95117",18000,18000,"16.29%","36 months","credit_card","17.62%","CA","MORTGAGE",5250,"670-674",11,9379,1,"5 years"
"30817",24000,23975,"17.49%","60 months","small_business","8.96%","OR","RENT",5000,"705-709",4,323,1,"10+ years"
"84180",8000,7925,"18.75%","60 months","other","9.92%","WA","MORTGAGE",5002.33,"675-679",7,8421,1,"10+ years"
"35299",6000,6000,"11.71%","36 months","other","21.45%","MI","RENT",3100,"685-689",18,10426,0,"2 years"
"99867",35000,34950,"17.27%","36 months","debt_consolidation","22.74%","CA","RENT",6750,"675-679",15,24626,1,"10+ years"
"16487",1000,750,"10.36%","36 months","renewable_energy","0%","GA","MORTGAGE",1800,"730-734",2,0,1,"< 1 year"
"84283",10000,10000,"15.31%","36 months","credit_card","27.71%","CA","RENT",3750,"680-684",19,19385,1,"3 years"
"83786",6000,6000,"15.80%","36 months","medical","7.94%","NY","RENT",5000,"670-674",7,14784,1,"10+ years"
"85172",4000,4000,"6.03%","36 months","car","13.03%","CA","RENT",2916.67,"750-754",7,2860,0,"5 years"
"41190",20000,20000,"11.71%","60 months","debt_consolidation","10.98%","IL","MORTGAGE",5416.67,"745-749",10,20836,0,"10+ years"
"102580",3500,690.34,"14.12%","36 months","medical","10.19%","IA","OTHER",3750,"655-659",8,9771,4,"10+ years"
"57127",24000,24000,"19.99%","60 months","debt_consolidation","3.48%","AZ","RENT",8333.33,"690-694",8,8224,1,"5 years"
"70843",8000,8000,"14.09%","36 months","debt_consolidation","14.31%","CA","RENT",3500,"690-694",7,5074,2,"4 years"
"73060",12000,12000,"6.62%","36 months","credit_card","13.88%","MA","MORTGAGE",7125,"775-779",15,20639,1,"5 years"
"88845",17600,17600,"8.90%","36 months","debt_consolidation","16.58%","CO","MORTGAGE",4166.67,"750-754",8,235,1,"8 years"
"1031",5000,512.46,"12.92%","36 months","debt_consolidation","16.29%","CA","RENT",3333,"665-669",11,14244,2,"2 years"
"14556",8000,8000,"18.67%","60 months","educational","5.56%","CA","RENT",2500,"660-664",5,5770,2,"6 years"
"8549",10000,9850,"9.88%","36 months","debt_consolidation","17.04%","KY","MORTGAGE",4500,"730-734",8,6948,2,"4 years"
"61042",16800,16800,"6.62%","36 months","debt_consolidation","3.87%","SC","OWN",16083.33,"800-804",5,13470,1,"8 years"
"13096",6500,6450,"10.38%","60 months","home_improvement","6.86%","KY","MORTGAGE",2738.67,"755-759",10,2345,1,"8 years"
"70987",35000,35000,"7.90%","36 months","home_improvement","20.70%","TX","MORTGAGE",12083.33,"790-794",10,28864,0,"10+ years"
"70752",9950,9950,"14.33%","36 months","debt_consolidation","4.19%","NJ","MORTGAGE",4800,"685-689",9,5038,1,"5 years"
"35935",5000,5000,"9.91%","36 months","debt_consolidation","28.77%","OH","RENT",3166.67,"750-754",3,0,1,"n/a"
"68413",10000,10000,"19.05%","60 months","debt_consolidation","28.39%","FL","RENT",3726.67,"695-699",23,10067,2,"5 years"
"74613",6000,6000,"13.11%","36 months","debt_consolidation","19.97%","PA","MORTGAGE",5833.33,"685-689",6,5523,1,"1 year"
"82673",35000,35000,"7.90%","36 months","debt_consolidation","20.27%","VA","MORTGAGE",12083.33,"770-774",15,35242,0,"10+ years"
"56341",5600,5600,"7.90%","36 months","debt_consolidation","16.54%","FL","RENT",1916.67,"705-709",8,3373,0,"5 years"
"32601",17000,17000,"7.90%","36 months","small_business","6.43%","NJ","RENT",6250,"795-799",4,1352,3,"6 years"
"25674",15000,15000,"12.99%","60 months","debt_consolidation","17.45%","NY","RENT",5666.67,"715-719",13,10855,0,"3 years"
"73376",3000,3000,"11.14%","36 months","small_business","1.70%","NY","MORTGAGE",7750,"685-689",7,874,0,"10+ years"
"89741",12000,12000,"17.77%","36 months","credit_card","9.86%","MA","RENT",3083.33,"665-669",10,4390,0,"4 years"
"33667",25000,25000,"14.27%","36 months","debt_consolidation","14.59%","MA","MORTGAGE",9000,"705-709",11,22364,3,"7 years"
"88438",31075,31050,"20.49%","36 months","credit_card","26.18%","MA","OWN",6000,"660-664",20,27221,2,"10+ years"
"77788",4750,4750,"14.33%","60 months","debt_consolidation","23.48%","SC","RENT",1500,"740-744",11,1687,3,"< 1 year"
"40131",6400,6375,"11.71%","36 months","credit_card","14.88%","VA","RENT",4166.67,"680-684",7,15055,0,"1 year"
"36163",25000,25000,"9.91%","36 months","debt_consolidation","15.38%","FL","RENT",5500,"730-734",9,11395,0,"3 years"
"52543",5000,4975,"6.03%","36 months","major_purchase","6.43%","PA","MORTGAGE",12083.33,"785-789",10,792,0,"5 years"
"27201",12000,12000,"11.99%","60 months","home_improvement","4.30%","GA","MORTGAGE",3583.33,"755-759",5,3942,2,"2 years"
"60064",20000,20000,"19.72%","36 months","debt_consolidation","13.74%","VA","MORTGAGE",7965,"665-669",18,18809,1,"7 years"
"39439",10000,10000,"15.96%","36 months","debt_consolidation","13.09%","CA","RENT",4416.67,"665-669",9,23870,1,"10+ years"
"98321",9750,9750,"20.49%","36 months","other","10.55%","WA","RENT",3033.33,"660-664",13,8688,1,"4 years"
"61683",10000,10000,"14.09%","36 months","debt_consolidation","15.02%","RI","MORTGAGE",6000,"685-689",13,8178,0,"8 years"
"101987",3000,2057.84,"10.46%","36 months","small_business","4.34%","IL","OWN",4350,"680-684",3,8414,4,"10+ years"
"81939",25000,25000,"19.72%","60 months","debt_consolidation","1.31%","MN","MORTGAGE",5666.67,"700-704",6,92,0,"10+ years"
"9885",5000,5000,"14.22%","36 months","other","18.73%","CA","MORTGAGE",8583,"670-674",9,8097,1,"1 year"
"19235",6500,6500,"5.79%","36 months","credit_card","22.84%","TX","MORTGAGE",6400,"730-734",11,7435,0,"8 years"
"73893",8325,8325,"15.31%","36 months","debt_consolidation","15.22%","NY","RENT",2916.67,"670-674",13,7171,0,"4 years"
"65788",20000,20000,"15.31%","60 months","small_business","13.94%","FL","MORTGAGE",8333.33,"710-714",15,22246,0,"10+ years"
"70001",12000,12000,"12.12%","36 months","credit_card","20.32%","AL","MORTGAGE",5166.67,"710-714",9,10054,1,"4 years"
"14243",9500,9475,"10.38%","60 months","small_business","13.64%","NM","MORTGAGE",5000,"755-759",10,46358,0,"10+ years"
"16597",12000,11862.38,"5.79%","60 months","debt_consolidation","22.13%","WI","MORTGAGE",4166.67,"780-784",12,14464,1,"10+ years"
"14355",7200,7200,"11.49%","60 months","debt_consolidation","16.78%","CA","RENT",2944,"715-719",11,5459,0,"6 years"
"85461",8500,8500,"10.16%","36 months","credit_card","11.23%","NV","MORTGAGE",6091.83,"710-714",18,10568,0,"3 years"
"76503",17475,17475,"19.05%","60 months","debt_consolidation","22.95%","IL","MORTGAGE",4583.33,"685-689",13,15852,3,"10+ years"
"71743",10000,10000,"12.12%","36 months","home_improvement","13.49%","TX","MORTGAGE",3113.83,"690-694",9,6634,0,"4 years"
"66429",18000,17975,"22.47%","60 months","house","1.92%","FL","RENT",4583.33,"660-664",6,4243,3,"7 years"
"18916",4800,4775,"5.42%","36 months","medical","20.17%","NH","MORTGAGE",7466.83,"785-789",19,13461,2,"4 years"
"40840",5000,5000,"7.90%","36 months","wedding","16.44%","NC","MORTGAGE",2298.75,"720-724",10,12346,0,"10+ years"
"49985",20000,19925,"12.12%","36 months","credit_card","10.32%","TX","RENT",3750,"720-724",6,15762,0,"2 years"
"91018",12300,12300,"15.31%","36 months","debt_consolidation","19.26%","OH","MORTGAGE",5000,"710-714",13,4460,2,"10+ years"
"46016",28000,27950,"22.78%","60 months","debt_consolidation","10.29%","LA","MORTGAGE",6125,"675-679",11,18101,2,"5 years"
"20772",1675,1675,"11.11%","36 months","debt_consolidation","4.81%","CA","RENT",2080,"690-694",4,1466,0,"3 years"
"7006",7500,7500,"17.04%","36 months","car","4.92%","CA","RENT",4000,"685-689",3,8398,0,"7 years"
"17832",9200,9200,"12.61%","36 months","debt_consolidation","15.42%","WI","MORTGAGE",12833.33,"675-679",12,17391,0,"2 years"
"82746",8000,8000,"15.80%","36 months","credit_card","10.76%","OK","MORTGAGE",4583.33,"675-679",13,4084,3,"2 years"
"28147",5000,5000,"10.99%","36 months","moving","23.25%","NJ","RENT",2000,"690-694",8,8339,0,"< 1 year"
"46059",19125,19125,"18.25%","60 months","other","15.69%","CA","OWN",3333.33,"690-694",8,7858,0,"5 years"
"29858",5075,5050,"5.99%","36 months","debt_consolidation","20.10%","PA","MORTGAGE",5000,"790-794",9,269,3,"3 years"
"18553",7000,6975,"9.62%","36 months","debt_consolidation","22.69%","IL","MORTGAGE",3275,"710-714",8,14075,1,"9 years"
"72582",5000,5000,"12.12%","36 months","debt_consolidation","16.97%","WA","MORTGAGE",6800,"675-679",16,25524,0,"10+ years"
"30718",35000,33500,"13.49%","60 months","small_business","10.63%","AZ","MORTGAGE",15583.33,"760-764",10,9,1,"6 years"
"50460",2225,2225,"14.65%","36 months","credit_card","24.09%","WV","MORTGAGE",3250,"670-674",9,26854,1,"n/a"
"66149",4000,4000,"10.16%","36 months","major_purchase","4.58%","IL","RENT",3168,"715-719",5,6916,2,"< 1 year"
"41523",16000,16000,"7.90%","36 months","debt_consolidation","2.23%","CA","MORTGAGE",7083.33,"740-744",11,3076,0,"5 years"
"76858",15500,15500,"17.77%","36 months","debt_consolidation","27.60%","VA","OWN",3333.33,"675-679",10,8692,0,"4 years"
"91738",16000,16000,"13.11%","60 months","debt_consolidation","14.88%","OK","MORTGAGE",7916.67,"695-699",9,22918,2,"10+ years"
"21508",9000,9000,"13.06%","60 months","debt_consolidation","5.74%","CA","RENT",3678.08,"710-714",8,7556,2,"4 years"
"29999",20000,18275,"16.49%","60 months","wedding","24.58%","TX","MORTGAGE",6000,"710-714",14,12231,3,"3 years"
"17924",20000,19900,"18.17%","60 months","credit_card","9.72%","CA","MORTGAGE",10000,"685-689",8,106527,0,"10+ years"
"46748",30000,30000,"22.78%","60 months","debt_consolidation","24.71%","CA","RENT",6041.67,"690-694",12,39144,0,"1 year"
"25426",10000,10000,"10.59%","36 months","debt_consolidation","7.43%","CA","RENT",3833.33,"735-739",3,10187,0,"10+ years"
"76810",14000,14000,"19.05%","36 months","credit_card","31.02%","IL","MORTGAGE",5000,"660-664",15,12728,3,"7 years"
"101596",5000,4525,"7.43%","36 months","other","1%","NY","NONE",NA,"800-804",NA,NA,NA,"< 1 year"
"76324",18000,18000,"15.31%","60 months","other","22.93%","FL","RENT",5734.08,"710-714",13,2819,0,"4 years"
"48235",10000,10000,"6.62%","36 months","debt_consolidation","19.05%","WA","MORTGAGE",5208.33,"740-744",8,28302,0,"10+ years"
"50533",25975,25975,"13.11%","60 months","house","15.51%","WA","MORTGAGE",4583.33,"735-739",6,3607,0,"9 years"
"79478",10350,10350,"14.09%","36 months","car","20.46%","NY","RENT",3333.33,"690-694",10,10841,1,"1 year"
"88920",10850,10850,"17.77%","36 months","debt_consolidation","33.90%","PA","OWN",2708.33,"660-664",7,9577,0,"8 years"
"28663",4075,4075,"5.42%","36 months","home_improvement","23.41%","NC","MORTGAGE",3750,"770-774",6,34103,1,"6 years"
"10761",14500,10168.89,"10.75%","60 months","credit_card","14.26%","CA","MORTGAGE",3584.62,"755-759",6,18555,0,"10+ years"
"71249",12000,12000,"10.16%","36 months","debt_consolidation","27.48%","VA","MORTGAGE",5000,"710-714",12,10490,0,"7 years"
"97462",1000,1000,"22.95%","36 months","other","19.78%","NY","RENT",884.9,"665-669",4,5561,0,"n/a"
"101208",5900,5900,"13.11%","36 months","debt_consolidation","14.19%","FL","MORTGAGE",3010,"700-704",8,5921,0,"10+ years"
"74097",9950,9925,"13.11%","36 months","debt_consolidation","24.21%","MI","MORTGAGE",2500,"705-709",17,16618,1,"10+ years"
"81822",7200,7200,"6.03%","36 months","debt_consolidation","17.27%","NY","MORTGAGE",3416.67,"790-794",14,4838,0,"10+ years"
"38540",14750,14750,"16.77%","60 months","debt_consolidation","17.32%","NM","MORTGAGE",2500,"685-689",8,11003,1,"8 years"
"103250",5000,4975,"16.70%","36 months","other","2.67%","FL","RENT",3000,"690-694",4,2474,8,"1 year"
"20785",20000,20000,"14.91%","36 months","debt_consolidation","19.43%","VA","MORTGAGE",6250,"715-719",12,14308,1,"5 years"
"32636",18400,18375,"19.42%","60 months","debt_consolidation","22.53%","VA","MORTGAGE",7400,"705-709",14,10439,2,"10+ years"
"2834",7200,4167.97,"14.11%","36 months","other","13.62%","PA","OWN",3583,"700-704",3,1621,1,"1 year"
"45427",18000,17994.17,"13.99%","60 months","debt_consolidation","2.13%","PA","MORTGAGE",4364.58,"725-729",9,1721,3,"3 years"
